Plaque	Well	Starting fly	Death before 29C	Death after 29C	Total live fly	Bloating	Percent Bloating	Number of eggs	Tumor presence	Tumor percent corrected	Percent survival	Comments	RackNo	RackPos	CATNUM	mol weight Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description
2	5B	5		3	2	1	0.5	0	1	0.5	0.4	1 mouche est morte et bloating	02	5B	A9512	319.27059	L(-)-Norepinephrine bitartrate	(-)-Arterenol bitartrate; Noradrenaline bitartrate	Adrenoceptor		Agonist	alpha, beta1	Adrenergic neurotransmitter; vasoconstrictor
2	5C	4		0	4	1	0.25	10	3	0.75	1		02	5C	A9561	311.77656	5-(N,N-hexamethylene)amiloride		Ion Pump		Inhibitor	Na+/H+ Antiporter	Na+/ H+ antiport inhibitor
2	5D	4		2	2	2	1	10		0	0.5		02	5D	I4409	606.78559	Fulvestrant	(7a, 17b)-7-[9-[(4,4,5,5,5-pentafluoropentyl)Sulfinyl]nonyl]estra-1,3,5-(10)-triene-3,17-diol	Hormone		SERD	Estrogen Receptor	Selective estrogen receptor downregulator (SERD). First pure antiestrogen with no agonistic activity both in vitro and in vivo.
2	5E	4		2	2	1	0.5	10	3	1.5	0.5		02	5E	A9657	232.28467	(±)-p-Aminoglutethimide		Biochemistry	Enzyme	Inhibitor	P450-dependendent hydroxylation	"
Inhibits Cytochrome P450-dependent hydroxylation reactions that are necessary for aromatization"
2	5F	4		1	3	1	0.333333333	15	3	1	0.75		02	5F	SMl1068	386.50102	TIC10 angular 	7-Benzyl-4-(2-methylbenzyl)-1,2,6,7,8,9-hexahydroimidazo[1,2-a]pyrido[3,4-e]pyrimidin-5(4H)-one.	"
Gene Regulation"		Antagonist	Akt and ERK	TIC10 angular is a potent blood brain barrier penetrant and orally active inducer of TRAIL production that induces death of multiple human cancers
2	5G	4		0	4	3	0.75	10		0	1		02	5G	L6668	648.20564	Lercanidipine hydrochloride hemihydrate		Calcium Channel		Antagonist	Cav1.2b	L-type (Cav1.2b) vascular calcium channel antagonist
2	5H	4		0	4	0	0	10	1	0.25	1		02	5H	A9809	429.92885	Amsacrine hydrochloride	m-AMSA hydrochloride	DNA Repair	Enzyme	Inhibitor	TopoII	DNA topoisomerase II inhibitor
2	6A	3		1	2	1	0.5	5		0	0.666666667		02	6A	A9834	166.67382	(±)-AMT hydrochloride	(±)-2-Amino-5,6-dihydro-6-methyl-4H-1,3-thiazine hydrochloride	Nitric Oxide	Enzyme	Inhibitor	iNOS	Potent, selective and reversible inducible nitric oxide synthase inhibitor
2	6B	4		2	2	0	0	10	1	0.5	0.5		02	6B	P9623	365.83552	Paroxetine hydrochloride hemihydrate (MW = 374.83)	(3S-trans)-3-[(1,3-benzodioxol-5-yloxy)methyl]-4-(4-fluorophenyl)piperadine hydrochloride hemihydrate	Serotonin		Inhibitor	Reuptake	"Selective serotonin reuptake inhibitor; antidepressant
Sold with permission of GlaxoSmithKline.
Actual molecular weight = 374.83 to account for 1/2 mole of water."
2	6C	4		0	4	0	0	10	3	0.75	1		02	6C	A9899	299.80611	Antozoline hydrochloride	2-(N-Benzylanilinomethyl)-2-imidazoline hydrochloride	Imidazoline		Agonist		Imidazoline agonist; more potent than efaroxan in inducing insulin release from beta cells; H1 histamine receptor antagonist
2	6D	4		2	2	1	0.5	15		0	0.5	1 mouche est morte et bloating	02	6D	A9950	219.24231	Aniracetam		Glutamate		Agonist	AMPA	"Increases ion conductance through AMPA glutamate receptors; reported to display
anti-amnesic acitivty"
2	6E	4		2	2	1	0.5	10	2	1	0.5	1 mouche est morte et bloating	02	6E	H3288	361.40396	HEMADO	2-(1-Hexynyl)-N6-methyladenosine	Adenosine		Agonist	A3	A3 adenosine receptor agonist
2	6F	4		1	3	2	0.666666667	25		0	0.75	1 mouche est morte et bloating	02	6F	A013	336.32839	8-(p-Sulfophenyl)theophylline		Adenosine		Antagonist	A1 > A2	Adenosine receptor antagonist with selectivity for A1 over A2
2	6G	4		0	4	3	0.75	15		0	1		02	6G	A022	392.43675	1,3-Dipropyl-8-p-sulfophenylxanthine		Adenosine		Antagonist	A1 > A2	Adenosine receptor antagonist with slight selectivity for A1 over A2
2	6H	4		1	3	3	1	10		0	0.75		02	6H	SMl0719	442.43313	Enclomiphene hydrochloride 	2-[4-[(1E)-2-Chloro-1,2-diphenylethenyl]phenoxy]-N,N-diethyl-ethanamine hydrochloride	Cytokines		Antagonist		Enclomiphene is a non-steroidal estrogen receptor antagonist that promotes gonadotropin-dependent testosterone secretion by the testes
2	7A	4		1	3	3	1	0		0	0.75		02	7A	SML0877	313.4	Gardiquimod    	1-(4-Amino-2-ethylaminomethylimidazo[4,5-c]quinolin-1-yl)-2-methylpropan-2-ol	Immune Signaling		Agonist	TLR7/TLR8	Gardiquimod is a potent and specific agonist for human or mouse Toll-like receptor 7 (TLR7)
2	7B	4		0	4	3	0.75	10		0	1		02	7B	SML0894	254.26	VU0420373	2-[5-(2-fluorophenyl)-1H-pyrazol-3-yl]-phenol	Immune Signaling	"

Enzyme
"	Activator	"

HssRS


monoamine oxidase
"	"
VU0420373 is an activator of the heme sensor system (HssRS) in Staphylococcus aureus. S translation."
2	7C	4		3	1	1	1	15	1	1	0.25	2 mouches sont mortes et bloating	02	7C	SMl0882	588.08982	Aurora-A Inhibitor I	N-(2-Chlorophenyl)-4-[[2-[[4-[2-(4-ethyl-1-piperazinyl)-2-oxoethyl]phenyl]amino]-5-fluoro-4-pyrimidinyl]amino]-benzamide	kinase phosphotase	Enzyme	Inhibitor	Aurora kinase A	Aurora-A Inhibitor I is a potent inhibitor of Aurora kinase A with an IC50 of 3.4 nM and 1000-fold selectivity for Aurora A over Aurora B 
2	7D	4		1	3	2	0.666666667	10		0	0.75		02	7D	A129	313.78957	Amoxapine		Adrenoceptor		Inhibitor	Uptake	Tricyclic antidepressant; inhibits neuronal uptake of norepinephrine
2	7E	4		1	3	1	0.333333333	10	2	0.666666667	0.75		02	7E	A138	322.45417	Aminobenztropine	ABT	Cholinergic		Ligand	Muscarinic	High affinity muscarinic acetylcholine receptor ligand
2	7F	4		1	3	2	0.666666667	15		0	0.75		02	7F	A140	260.13258	Arecaidine propargyl ester hydrobromide	APE	Cholinergic		Agonist	M2	Potent muscarinic acetylcholine receptor agonist exhibiting a slight selectivity for M2 receptors
2	7G	4		2	2	2	1	5		0	0.5	2 mouches sont mortes et bloating	02	7G	SML0536	315.68153	Efavirenz	(4S)-6-Chloro-4-(2-cyclopropylethynyl)-1,4-dihydro-4-(trifluoromethyl)-2H-3,1-benzoxazin-2-one	Gene Regulation	Enzyme	Inhibitor	Reverse transcriptase	Non-nucleoside reverse transcriptase inhibitor (NNRTI).
2	7H	4		1	3	1	0.333333333	10	0	0	0.75		02	7H	A143	266.34304	S(-)-Atenolol		Adrenoceptor		Antagonist	beta1	beta1 adrenoceptor antagonist
2	8A	4		1	3	3	1	5		0	0.75		02	8A	A145	376.39372	1-Allyl-3,7-dimethyl-8-p-sulfophenylxanthine		Adenosine		Antagonist	A2	Weak A2 adenosine receptor antagonist; water soluble
2	8B	4		1	3	2	0.666666667	10		0	0.75	1 mouche est morte et bloating	02	8B	A155	173.17002	trans-(±)-ACPD	trans-(±)-1-Amino-1,3-cyclopentanedicarboxylic acid	Glutamate		Agonist	Metabotropic	Metabotropic glutamate receptor agonist
2	8C	4		1	3	1	0.333333333	5	3	1	0.75		02	8C	"

PZ0015
"	512.46798	Trovafloxacin mesylate 	"CP-99219-27, Trovafloxacin methanesulfonate, (1a,5a,6a)-7-(6-Amino-3-azabicyclo[3.1.0]hex-3-yl)-1-(2,4-difluorophenyl)-6-fluoro-1,4-dihydro-4-oxo-1,8-naphthyridine-3-carboxylic acid methanesulfonate

CP-99219-27, Trovafloxacin methanesulfonate, (1a,5a..."	"
Immunomodulators and 
Antibiotics

"	Enzyme	Inhibitor	"
DNA gyrase and topoisomerase IV"	"
Trovafloxacin mesylate is a broad spectrum antibiotic. Trovafloxacin mesylate blocks the activity of DNA gyrase and topoisomerase IV, enzymes essential in the repliction, transcription, and repair of bacterial DNA. 


"
2	8D	4		2	2	1	0.5	5	1	0.5	0.5	1 mouche est morte et bloating	02	8D	A162	179.64813	1-Amino-1-cyclohexanecarboxylic acid hydrochloride		Neurotransmission		Substrate		"Synthetic amino acid that crosses the blood-brain barrier 
by the Large Neutral Amino Acid carrier system"
2	8E	4		1	3	1	0.333333333	5	2	0.666666667	0.75	1 mouche est morte et bloating	02	8E	A164	292.20788	Alaproclate hydrochloride	D,L-Alanine, 2-(4-chlorophenyl)-1,1-dimethylethyl ester hydrochloride	Serotonin		Inhibitor	Reuptake	Potent and selective serotonin reuptake inhibitor
2	8F	4		1	3	2	0.666666667	5		0	0.75	1 mouche est morte et bloating	02	8F	P9872	334.37521	Psora-4	5-(4-Phenylbutoxy)psoralen	K+ Channel		Inhibitor	Kv1.3	Potent Kv1.3 potassium channel inhibitor.
2	8G	4		1	3	2	0.666666667	30		0	0.75		02	8G	S0568	304.78194	SB 200646 hydrochloride	N-(1-Methyl-1H-indol-5-yl)-N'-3-pyridinyl-urea hydrochloride	Serotonin		Antagonist	5-HT2C/2B	5-HT 2C/2B serotonin receptor antagonist.
2	8H	4		0	4	4	1	2		0	1		02	8H	A8981	305.28656	AS-252424	5-[[5-(4-Fluoro-2-hydroxyphenyl)-2-furanyl]methylene]-2,4-thiazolidinedione	Phosphorylation	Enzyme	Inhibitor	PI3Kgamma	A potent and selective phosphoinositide 3-kinase PI3Kgamma inhibitor.
2	9A	4		1	3	3	1	5		0	0.75		02	9A	A178	324.40165	Acetohexamide		Hormone		Releaser	Insulin	Stimulates insulin release
2	9B	4		0	4	1	0.25	15	3	0.75	1		02	9B	S3316	342.25712	SKF-89145 hydrobromide	4-(3,4-Dihydroxyphenyl)-6-methyl-4,5,6,7-tetrahydro­thieno[2,3-c]pyridine hydrobromide	Dopamine		Agonist	D1	D1 dopamine receptor agonist
2	9C	4		2	2	2	1	5		0	0.5	1 mouche est morte et bloating	02	9C	A201	101.10589	cis-4-Aminocrotonic acid	CACA	GABA		Agonist	GABA-C	GABA-C receptor agonist
2	9D	4		2	2	2	1	5		0	0.5		02	9D	A202	386.41384	N6-2-(4-Aminophenyl)ethyladenosine	APNEA	Adenosine		Agonist	A3	Potent, non-selective A3 adenosine receptor agonist
2	9E	4		0	4	3	0.75	5		0	1		02	9E	O5889	436.42902	Opipramol dihydrochloride	4-[3-(5H-Dibenz[b,f]azepin-5-yl)propyl]-1-piperazineethanol dihydrochloride	Sigma receptor		Agonist	1, 2	sigma1, sigma2 receptor agonist; an antagonist at D2, 5HT2, and H1 receptors; atypical antidepressant, antipsychotic, and axiolytic.
2	9F	4		1	3	2	0.666666667	15		0	0.75		02	9F	A230	127.14413	gamma-Acetylinic GABA	4-Amino-5-hexynoic acid	GABA	Enzyme	Inhibitor	GABA transaminase	GABA transaminase (GABA-T) inhibitor
2	9G	4		0	4	2	0.5	15		0	1		02	9G	A236	399.41257	AB-MECA	N6-(4-Aminobenzyl)-9-[5-(methylcarbonyl)-beta-D-ribofuranosyl]adenine	Adenosine		Agonist	A3	High affinity A3 adenosine receptor agonist
2	9H	4		0	4	3	0.75	10		0	1		02	9H	A242	214.18492	Alloxazine	Isoalloxazine	Adenosine		Antagonist	A2b	Selective A2b adenosine receptor antagonist
2	10A	4		0	4	2	0.5	5		0	1		02	10A	SMl0888	500.78	"Sertaconazole nitrate 
"	1-[2-[(7-Chlorobenzo[b]thien-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole nitrate	Antifungal	"enzyme
"	inhibitor	P450	Sertaconazole nitrate is an imidazole antifungal
2	10B	4		1	3	1	0.333333333	20	2	0.666666667	0.75		02	10B	SMl0908	316.35661	"CCG-50014    
"	"
4-[(4-Fluorophenyl)methyl]-2-(4-methylphenyl)-1,2,4-thiadiazolidine-3,5-dione"	"

Cell Signaling and Neuroscience"	"

Enzyme
"	"

Inhibitor
"	RGS4 and RGS8	CCG-50014 is an inhibitor of Regulators of G protein Signaling (RGS) proteins RGS4 and RGS8, which bind to the Ga -subunits of activated heterotrimeric G-proteins
2	10C	4		2	2	2	1	15		0	0.5		02	10C	C6617	213.66841	CBIQ	4-Chlorobenzo[f]isoquinolone	K+ Channel		Activator	CFTR / KCNN4	Activates cystic fibrosis transmembrane conductance regulator (CFTR) and  the intermediate-conductance calcium-sensitive K+ channel.
2	10D	4		2	2	0	0	10	2	1	0.5		02	10D	A254	221.21462	AIDA	1-Aminoindan-1,5-dicarboxylic acid; UPF 523	Glutamate		Antagonist	mGluR1	Selective mGluR1 metabotropic glutamate receptor antagonist
2	10E	4		1	3	1	0.333333333	10	3	1	0.75		02	10E	A255	365.90406	A-77636 hydrochloride		Dopamine		Agonist	D1	Potent, orally active D1 dopamine receptor agonist
2	10F	4		1	3	2	0.666666667	10		0	0.75		02	10F	A263	228.25002	ATPA	(RS)-2-Amino-3-(3-hydroxy-5-tert-butylisoxazol-4-yl)propanoic acid	Glutamate		Agonist	Kainate	Selective kainate glutamate receptor agonist
2	10G	4		1	3	1	0.333333333	15	3	1	0.75		02	10G	A265	785.05972	ARL 67156 trisodium salt	FPL 67156	P2 Receptor	Enzyme	Inhibitor	ecto-ATPase	ecto-ATPase inhibitor; prevents metabolism of P2 receptor agonists
2	10H	4		0	4	4	1	3		0	1		02	10H	B0385	408.92643	Beclomethasone	9alpha-Chloro-16beta-methyl-1,4-pregnadiene-11beta,17alpha,21-triol-3,20-dione	Hormone			Glucocorticoid	Anti-inflammatory glucocorticoid
2	11A	4		0	4	3	0.75	10		0	1		02	11A	B0753	101.10589	2,3-Butanedione monoxime	Diacetyl monoxime	K+ Channel		Blocker	ATP-sensitive	Blocks ATP-sensitive K+ channels
2	11B	4		0	4	2	0.5	30		0	1		02	11B	S5192	380.49398	SB 222200		Tachykinin		Antagonist	NK3	Non-peptide NK3 tachykinin receptor antagonist.
2	11C	4		1	3	0	0	10	3	1	0.75		02	11C	SML0113	397.36013	Brequinar sodium salt hydrate 	6-Fluoro-2-(2'-fluoro[1,1'-biphenyl]-4-yl)-3-methyl-4-quinolinecarboxylic acid sodium hydrate Biphenquinate sodium hydrate DuP 785 hydrate NSC 368390 hydrate 	DNA-RNA transcription regulators	Enzyme	Inhibitor	DHODH	Brequinar inhibits dihydroorotate dehydrogenase (DHODH), the fourth enzyme in the de novo pyrimidine biosynthesis pathway, preventing the synthesis of DNA and RNA
2	11D	4		1	3	3	1	10		0	0.75		02	11D	B1266	108.09758	p-Benzoquinone	Quinone; p-BQ	DNA Repair		Inhibitor	G:C site	Benzene metabolite; induces mutations in DNA at G:C base pairs; induces writhing in mice; topoisomerase II inhibitor
2	11E	4		1	3	2	0.666666667	35		0	0.75		02	11E	SMl1241	418.27628	Pyr6	"N-[4-[3,5-Bis(trifluoromethyl)-1H-pyrazol-1-yl]phenyl]-3-fluoro-4-pyridinecarboxamide











"	Calcium Channel Modulator		Inhibitor	STIM1/Orai1 	Membrane-permeable analog of cGMP
2	11F	4		1	3	2	0.666666667	15		0	0.75	1 mouche est morte et bloating	02	11F	T6951	433.72339	TBBz	4,5,6,7-Tetrabromobenzimidazole	Phosphorylation	Enzyme	Inhibitor	CK2	Cell-permeable casein kinase 2 (CK2) inhibitor.
2	11G	4		3	1	0	0	2	1	1	0.25		02	11G	SMl1084	448.52623	"BMS-195614 
"	4-[5,6-Dihydro-5,5-dimethyl-8-(quinolin-3-yl)naphthalen-2-carboxamido] benzoic acid	"

Gene regulation

"		"

Antagonist"	 RARa	"BMS-195614 (BMS614) is a potent neutral retinoic acid receptor RARa selective antagonist with an IC50 of 2.5 nM. 
"
2	11H	4		0	4	2	0.5	10		0	1		02	11H	B2009	121.13994	Benzamide	Benzoylamide	Apoptosis	Enzyme	Inhibitor	PARS	Inhibitor of Poly(ADP-ribose) synthetase which is activated by nitric oxide; neuroprotective agent
3	2A	4	0	0	4	2	0.5	15		0	1		03	2A	SML0492	332.3158	Zanamivir	4-Guanidino-2,4-dideoxy-2,3-dehydro-N-acetylneuraminic acid, 4-Guanidino-Neu5Ac2en	Antiviral	Enzyme	Inhibitor	Viral neuraminidase	Zanamivir is an influenza viral neuraminidase inhibitor.
3	2B	4	0	1	3	1	0.333333333	20	1	0.333333333	0.75		03	2B	B2134	750.71533	(+)-Bromocriptine methanesulfonate		Dopamine		Agonist	D2	D2 dopamine receptor agonist; inhibits prolaction secretion
3	2C	4	0	1	3	2	0.666666667	10		0	0.75		03	2C	B2292	241.25437	O6-benzylguanine		DNA Repair	Enzyme	Inhibitor	"
O6-alkylguanine-DNA alkyltransferase"	Irreversible inhibitor of the mammalian DNA repair protein, O6-alkylguanine-DNA alkyltransferase
3	2D	4	0	0	4	2	0.5	30		0	1		03	2D	B2377	137.96428	N-Bromoacetamide	NBA	Na+ Channel		Modulator		Removes fast inactivation of Na+ currents and transient K+ currents; chemical modifier
3	2E	4	0	1	3	2	0.666666667	10		0	0.75		03	2E	B2390	435.32131	(±)-Brompheniramine maleate		Histamine		Antagonist	H1	H1 Histamine receptor antagonist
3	2F	4	0	1	3	2	0.666666667	10		0	0.75		03	2F	B2417	356.2168	Benzamil hydrochloride	N-(Benzylamidino)-3,5-diamino-6-chloropyrazinecarboxamide hydrochloride	Ion Pump		Blocker	Na+/H+, Na+/Ca2+ Pump	Selective and potent blocker of Na+/H+ and Na+/Ca2+ channels
3	2G	4	0	0	4	1	0.25	35	1	0.25	1		03	2G	B2515	222.30826	L-Buthionine-sulfoximine		Multi-Drug Resistance	Enzyme	Inhibitor		Glutathione synthesis inhibitor
3	2H	4	0	1	3	3	1	5	3	1	0.75		03	2H	B2640	222.30826	DL-Buthionine-[S,R]-sulfoximine		Multi-Drug Resistance	Enzyme	Inhibitor		Glutathione synthesis inhibitor
3	3A	4	0	0	4	3	0.75	10	3	0.75	1		03	3A	B3023	364.42335	Bumetanide	3-(Aminosulfonyl)-5-(butylamino)-4-phenoxybenzoic acid	Ion Pump		Inhibitor	Na+-K+-2Cl- cotransporter	Potent inhibitor of the Na+-K+-2Cl- cotransporter; inhibits anthracene-9-carboxylic acid, a blocker of chloride channels
3	3B	4	0	1	3	2	0.666666667	20		0	0.75		03	3B	B3501	153.60989	Betaine hydrochloride		Biochemistry	Enzyme	Metabolite		Product in choline-betaine osmoregulatory pathway
3	3C	4	0	2	2	1	0.5	10	1	0.5	0.5		03	3C	B3650	137.61049	Betaine aldehyde chloride	(Formylmethyl)trimethylammonium chloride	Cholinergic	Enzyme	Metabolite	Choline dehydrogenase	Intermediate in choline-betaine osmoregulatory pathway; product of choline dehydrogenation
3	3D	4	0	1	3	3	1	15	3	1	0.75	1 mouche est morte et bloating	03	3D	B4555	320.36977	Benazoline oxalate	4,5-Dihydro-2-(2-naphthalenyl)-1H-imidazole oxalate	Imidazoline		Agonist	I2	I2 Imidazoline receptor agonist
3	3E	4	0	1	3	0	0	15	3	1	0.75	1 mouche est morte et bloating	03	3E	B4558	316.33504	BWB70C	N-[3-[3-4(-Fluorophenoxy)phenyl]-1-methyl-2-propenyl]-N-hydroxyurea	Leukotriene	Enzyme	Inhibitor	5-lipoxygenase	Selective inhibitor of 5-lipoxygenase
3	3F	4	0	1	3	0	0	20	2	0.666666667	0.75	1 mouche est morte et bloating	03	3F	B5002	307.10242	5-Bromo-2'-deoxyuridine	Br-dU; 5-Bromo-1-(2-deoxy-beta-D-ribofuranosyl)uracil	DNA Metabolism		Inhibitor		Thymidine analog; incorporated into DNA during S-phase of cell cycle
3	3G	4	0	2	2	0	0	15	1	0.5	0.5		03	3G	B5016	403.01235	Bepridil hydrochloride		Ca2+ Channel		Blocker		Non-selective Ca2+ channel blocker which stimulates the binding of 1,4-dihydropyridine-based drugs to Ca2+ channels; anti-anginal
3	3H	4	0	0	4	3	0.75	10		0	1		03	3H	B5275	435.32131	(+)-Brompheniramine maleate	Dexbrompheniramine maleate	Histamine		Antagonist	H1	H1 Histamine receptor antagonist
3	4A	4	0	0	4	3	0.75	25	3	0.75	1		03	4A	B5399	213.66564	(±)-Baclofen	Lioresal	GABA		Agonist	GABA-B	GABA-B receptor agonist; antispastic agent; muscle relaxant
3	4B	4	0	2	2	1	0.5	20	3	1.5	0.5	3 mouches tumeur positive : 2 vivantes, 1 morte	03	4B	S7067	331.35248	SB 202190	4-[4-(4-Fluorphenyl)-5-(4-pyridinyl)-1H-imidazol-2-yl]phenol	Phosphorylation	Enzyme	Inhibitor	p38 MAPK	Highly selective, potent and cell permeable p38 MAP kinase inhibitor.
3	4C	4	0	2	2	2	1	10	2	1	0.5		03	4C	B5681	249.334	Bay 11-7085	(E)-3-(4-t-Butylphenylsulfonyl)-2-propenenitrile	Cell Cycle		Inhibitor	IkB-alpha	Inhibits cytokine induced IkB (Inhibitor of NFkB) phosphorylation
3	4D	4	0	2	2	2	1	15	2	1	0.5		03	4D	B5683	343.8977	Betaxolol hydrochloride		Adrenoceptor		Antagonist	beta1	Selective beta1 adrenoceptor antagonist
3	4E	4	0	0	4	0	0	35	4	1	1		03	4E	B6506	156.61618	Benzamidine hydrochloride	Amidinobenzene hydrochloride	Biochemistry	Enzyme	Inhibitor	Peptidase	Peptidase inhibitor
3	4F	4	0	2	2	0	0	20	2	1	0.5		03	4F	B7005	392.47183	Betamethasone	9alpha-Fluoro-16beta-methylprednisolone	Hormone			Glucocorticoid	SAID (steroidal anti-inflammatory drug); glucocorticoid
3	4G	4	0	1	3	1	0.333333333	15	2	0.666666667	0.75		03	4G	B7148	421.97449	Buspirone hydrochloride		Serotonin		Agonist	5-HT1A	5-HT1A Serotonin receptor agonist; non-benzodiazepine anxiolytic
3	4H	4	0	1	3	2	0.666666667	10		0	0.75		03	4H	B7283	293.70912	Benserazide hydrochloride	DL-Serine, 2-[(2,3,4-trihydroxyphenyl)methyl]hydrazide hydrochloride	Biochemistry	Enzyme	Inhibitor	Decarboxylase	Peripheral decarboxylase inhibitor
3	5A	4	0	0	4	1	0.25	15	1	0.25	1		03	5A	B7651	280.36728	Brefeldin A from Penicillium brefeldianum	BFA; Ascotoxin, Cyanein	Cytoskeleton and ECM		Inhibitor	Golgi apparatus	Fungal metabolite that disrupts the structure and function of the Golgi apparatus
3	5B	4	0	1	3	2	0.666666667	25		0	0.75		03	5B	B7777	430.54613	Budesonide	16,17-Butylidenebis(oxy)-11,21-dihydroxypregna-1,4-diene-3,20-dione	Hormone			Cortisol	Anti-inflammatory glucocorticoid
3	5C	4	0	2	2	2	1	10	2	1	0.5		03	5C	B7880	430.0887	8-Bromo-cAMP sodium	8-Bromoadenosine-3',5'-cyclophosphate sodium	Cyclic Nucleotides	Enzyme	Activator		Membrane-permeable analog of cAMP
3	5D	4	0	0	4	2	0.5	20		0	1		03	5D	B8262	403.54473	Benztropine mesylate		Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist
3	5E	4	0	1	3	2	0.666666667	5		0	0.75		03	5E	B8279	278.35419	Ro 20-1724	4-[(3-Butoxy-4-methoxyphenyl)methyl]-2-imidazolidione	Cyclic Nucleotides	Enzyme	Inhibitor	cAMP phosphodiesterase	Potent and selective cAMP phosphodiesterase inhibitor
3	5F	4	0	2	2	1	0.5	20	1	0.5	0.5		03	5F	B8385	344.84165	Bestatin hydrochloride	N-[(2S,3R)-3-Amino-2-hydroxy-4-phenylbutyryl]-L-leucine hydrochloride	Biochemistry	Enzyme	Inhibitor	Aminopeptidase	Aminopeptidase inhibitor
3	5G	4	0	1	3	2	0.666666667	10		0	0.75		03	5G	A0232	425.91911	Alfuzosin hydrochloride	Uroxatral hydrochloride, N-(3-((4-Amino-6,7-dimethoxy-2-quinazolinyl)methylamino)propyl)tetrahydro-2-furancarboxamide hydrochloride	Adrenoceptor		Blocker		alpha-adrenergic blocker used to treat benign prostatic hyperplasia (BPH)
3	5H	4	1	0	3	2	0.666666667	50		0	1		03	5H	SML0530	262.69782	Clonixin	2-[(3-Chloro-2-methylphenyl)amino]-3-pyridinecarboxylic acid, CBA 93626, Chlonixin, Clonixic acid, Clonixin, Clonixine, NSC 335505, Sch 10304	Inflammation	Enzyme	Inhibitor		non-steroidal anti inflammatory drug (NSAID)
3	6A	4	0	0	4	3	0.75	10		0	1		03	6A	"SMl1250
"	466.54442	KT203    	"4'-[1-[[2-(Phenylmethyl)-1-piperidinyl]carbonyl]-1H-1,2,3-triazol-4-yl]-[1,1'-biphenyl]-3-carboxylic acid 

"	Neurotransmission,	Enzyme	Inhibitor	ABHD6	KT185 is a very potent, selective inhibitor of ABHD6
3	6B	4	0	0	4	3	0.75	25		0	1		03	6B	G6548	370.24887	"G15
"	SID48409616; CID3136844; 4-(6-Bromo-benzo[1,3]dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta[c]quinoline	Bioactive Small Molecules		Antagonist	GPR30	Selective GPR30 antagonist with little to no binding/activity towards classical estrogen receptors ER?/ER?
3	6C	4	0	0	4	2	0.5	10		0	1		03	6C	S7701	236.20438	Sorbinil 	(+)-(4S)-6-Fluorospiro[chroman-4,4'-imidazolidine]-2',5'-dione, (4S)-6-Fluoro-2,3-dihydro-spiro[4H-1-benzopyran-4,4'-imidazolidine]-2',5'-dione, CP 45634	" Antioxidants and Cytoprotectants
"	Enzyme	Inhibitor	AR	Sorbinil is an inhibitor of Aldose Reductase (AR)
3	6D	4	0	1	3	1	0.333333333	10	1	0.333333333	0.75		03	6D	G6423	299.66349	Gemcitabine hydrochloride 	2'-Deoxy-2',2'-difluorocytidine; dFdC, Gemzar (Lilly), LY-188011, dFdC, dFdCyd	Apoptosis and Cell Cycle				Gemcitabine is a widely used antitumor agents in both clinics and research labs. It is an antineoplastic agent and antimetabolite
3	6E	4	0	0	4	3	0.75	35		0	1		03	6E	SML0796	369.40757	HI-TOPK-032    	" N-(12-Cyanindolizino[2,3-b]quinoxalin-2-yl)-2-?thiophenecarboxamide 

"	Kinase inhibitors	Enzyme	Inhibitor	 TPOK	HI-TOPK-032 is a specific TOPK (T-LAK cell–originated protein kinase) inhibitor both in vitro and in vivo
3	6F	4	0	0	4	2	0.5	20		0	1		03	6F	SML0564	396.67385	PD153035 hydrochloride	4-[(3-Bromophenyl)amino]-6,7-dimethoxyquinazoline hydrochloride, AG 1517, PD 153035, SU 5271, ZM 252868	Phosphorylation		Inhibitor	EGFR	A potent and selective ATP competitive inhibitor of the epidermal growth factor receptor tyrosine kinase EGFR.
3	6G	4	0	0	4	1	0.25	35	1	0.25	1		03	6G	B016	397.92443	Benoxathian hydrochloride	2-[[[2-(2,6-Dimethoxyphenoxy)ethyl]-amino]-methyl]-1,4-benzoxanthian hydrochloride	Adrenoceptor		Antagonist	alpha1	Selective alpha1 adrenoceptor antagonist
